dataset_file,dataset_row,problem_id,verdict,mentor_state,split
train-00008-of-00009.parquet,606116,327/A,WRONG_ANSWER,semantic_debug,train
train-00005-of-00009.parquet,393722,80/A,RUNTIME_ERROR,execution_safety,test
train-00005-of-00009.parquet,353202,459/A,OK,accepted,test
train-00000-of-00009.parquet,40309,706/B,TIME_LIMIT_EXCEEDED,efficiency_review,train
train-00008-of-00009.parquet,618757,712/A,TIME_LIMIT_EXCEEDED,efficiency_review,train
train-00006-of-00009.parquet,426233,847/M,RUNTIME_ERROR,execution_safety,train
train-00007-of-00009.parquet,511528,456/A,RUNTIME_ERROR,execution_safety,train
train-00007-of-00009.parquet,495317,0/none,COMPILATION_ERROR,syntax_repair,train
train-00001-of-00009.parquet,130561,465/B,OK,accepted,train
train-00001-of-00009.parquet,78724,842/A,TIME_LIMIT_EXCEEDED,efficiency_review,train
train-00001-of-00009.parquet,72542,864/B,RUNTIME_ERROR,execution_safety,train
train-00005-of-00009.parquet,378853,975/A,TIME_LIMIT_EXCEEDED,efficiency_review,train
train-00003-of-00009.parquet,243548,58/A,OK,accepted,train
train-00005-of-00009.parquet,372713,625/B,RUNTIME_ERROR,execution_safety,train
train-00007-of-00009.parquet,530063,499/B,TIME_LIMIT_EXCEEDED,efficiency_review,test
train-00008-of-00009.parquet,562695,382/A,WRONG_ANSWER,semantic_debug,train
train-00001-of-00009.parquet,78529,677/A,COMPILATION_ERROR,syntax_repair,train
train-00007-of-00009.parquet,506136,767/A,OK,accepted,test
test-00000-of-00001.parquet,631341,592/A,RUNTIME_ERROR,execution_safety,train
train-00005-of-00009.parquet,378999,552/B,COMPILATION_ERROR,syntax_repair,test
train-00002-of-00009.parquet,170019,831/A,OK,accepted,train
train-00002-of-00009.parquet,190441,828/A,WRONG_ANSWER,semantic_debug,train
train-00004-of-00009.parquet,319318,59/A,WRONG_ANSWER,semantic_debug,train
train-00005-of-00009.parquet,370004,26/A,COMPILATION_ERROR,syntax_repair,train
train-00004-of-00009.parquet,291984,651/A,WRONG_ANSWER,semantic_debug,train
train-00006-of-00009.parquet,482388,456/A,WRONG_ANSWER,semantic_debug,train
train-00002-of-00009.parquet,198067,723/A,OK,accepted,train
train-00004-of-00009.parquet,311134,94/A,OK,accepted,train
train-00002-of-00009.parquet,164308,716/A,COMPILATION_ERROR,syntax_repair,train
train-00004-of-00009.parquet,282757,92/A,WRONG_ANSWER,semantic_debug,train
train-00005-of-00009.parquet,374141,987/B,OK,accepted,train
train-00001-of-00009.parquet,120265,255/A,OK,accepted,train
test-00000-of-00001.parquet,672037,877/A,COMPILATION_ERROR,syntax_repair,train
train-00007-of-00009.parquet,539525,688/B,OK,accepted,train
train-00004-of-00009.parquet,343517,799/A,OK,accepted,test
train-00005-of-00009.parquet,354466,435/A,WRONG_ANSWER,semantic_debug,train
train-00004-of-00009.parquet,323966,47/B,WRONG_ANSWER,semantic_debug,test
train-00001-of-00009.parquet,112171,115/A,RUNTIME_ERROR,execution_safety,test
train-00005-of-00009.parquet,402592,363/B,RUNTIME_ERROR,execution_safety,train
test-00000-of-00001.parquet,665379,688/B,TIME_LIMIT_EXCEEDED,efficiency_review,train
train-00003-of-00009.parquet,217228,899/A,OK,accepted,test
train-00003-of-00009.parquet,208660,160/A,OK,accepted,test
train-00001-of-00009.parquet,84268,981/A,OK,accepted,train
train-00000-of-00009.parquet,46053,965/A,OK,accepted,train
train-00004-of-00009.parquet,296216,119/A,COMPILATION_ERROR,syntax_repair,train
train-00008-of-00009.parquet,581639,55/A,WRONG_ANSWER,semantic_debug,train
train-00005-of-00009.parquet,398145,721/A,WRONG_ANSWER,semantic_debug,test
train-00008-of-00009.parquet,620548,433/A,RUNTIME_ERROR,execution_safety,test
train-00008-of-00009.parquet,575971,514/A,WRONG_ANSWER,semantic_debug,train
train-00000-of-00009.parquet,2125,910/A,COMPILATION_ERROR,syntax_repair,train
train-00003-of-00009.parquet,228920,69/A,OK,accepted,test
train-00003-of-00009.parquet,248071,313/A,WRONG_ANSWER,semantic_debug,train
test-00000-of-00001.parquet,656975,855/A,OK,accepted,test
train-00001-of-00009.parquet,98327,748/A,WRONG_ANSWER,semantic_debug,train
train-00002-of-00009.parquet,150268,59/A,OK,accepted,train
train-00006-of-00009.parquet,423090,16/B,OK,accepted,train
train-00003-of-00009.parquet,251411,299/B,OK,accepted,train
train-00004-of-00009.parquet,315407,581/A,RUNTIME_ERROR,execution_safety,train
train-00004-of-00009.parquet,300106,680/B,RUNTIME_ERROR,execution_safety,test
train-00006-of-00009.parquet,463375,131/A,RUNTIME_ERROR,execution_safety,train
train-00007-of-00009.parquet,505947,136/A,RUNTIME_ERROR,execution_safety,train
train-00003-of-00009.parquet,257794,742/A,WRONG_ANSWER,semantic_debug,train
train-00000-of-00009.parquet,51262,120/A,WRONG_ANSWER,semantic_debug,train
train-00001-of-00009.parquet,77144,48/A,OK,accepted,train
train-00002-of-00009.parquet,200873,59/A,OK,accepted,train
test-00000-of-00001.parquet,643230,940/A,OK,accepted,train
train-00005-of-00009.parquet,387616,841/A,RUNTIME_ERROR,execution_safety,test
train-00005-of-00009.parquet,372402,58/A,WRONG_ANSWER,semantic_debug,train
train-00004-of-00009.parquet,279139,69/A,OK,accepted,test
train-00002-of-00009.parquet,155944,22/A,RUNTIME_ERROR,execution_safety,train
train-00005-of-00009.parquet,357109,208/A,OK,accepted,train
train-00006-of-00009.parquet,431762,294/A,RUNTIME_ERROR,execution_safety,train
train-00002-of-00009.parquet,184159,393/A,WRONG_ANSWER,semantic_debug,test
train-00003-of-00009.parquet,228004,894/A,OK,accepted,train
train-00001-of-00009.parquet,129602,234/B,RUNTIME_ERROR,execution_safety,train
train-00003-of-00009.parquet,242776,637/B,COMPILATION_ERROR,syntax_repair,test
train-00004-of-00009.parquet,323813,454/B,RUNTIME_ERROR,execution_safety,test
train-00004-of-00009.parquet,295916,630/A,TIME_LIMIT_EXCEEDED,efficiency_review,train
train-00002-of-00009.parquet,166463,146/A,OK,accepted,test
train-00007-of-00009.parquet,496257,411/A,OK,accepted,train
train-00004-of-00009.parquet,308616,141/A,OK,accepted,test
test-00000-of-00001.parquet,663501,104/A,WRONG_ANSWER,semantic_debug,train
train-00003-of-00009.parquet,274883,236/A,OK,accepted,train
train-00001-of-00009.parquet,125335,835/A,OK,accepted,test
train-00006-of-00009.parquet,424382,834/A,WRONG_ANSWER,semantic_debug,train
train-00005-of-00009.parquet,406464,75/A,OK,accepted,train
train-00007-of-00009.parquet,491155,0/none,COMPILATION_ERROR,syntax_repair,train
train-00007-of-00009.parquet,508402,0/none,TIME_LIMIT_EXCEEDED,efficiency_review,train
train-00000-of-00009.parquet,66253,965/A,WRONG_ANSWER,semantic_debug,train
train-00000-of-00009.parquet,29902,262/B,RUNTIME_ERROR,execution_safety,train
train-00007-of-00009.parquet,522803,43/A,COMPILATION_ERROR,syntax_repair,test
train-00008-of-00009.parquet,575561,5/B,WRONG_ANSWER,semantic_debug,train
train-00002-of-00009.parquet,201730,350/A,WRONG_ANSWER,semantic_debug,train
train-00000-of-00009.parquet,18930,34/A,WRONG_ANSWER,semantic_debug,test
train-00000-of-00009.parquet,33043,22/A,RUNTIME_ERROR,execution_safety,train
train-00003-of-00009.parquet,262412,205/A,RUNTIME_ERROR,execution_safety,train
train-00008-of-00009.parquet,575487,43/A,OK,accepted,test
train-00006-of-00009.parquet,449377,527/A,OK,accepted,test
train-00002-of-00009.parquet,148512,312/A,WRONG_ANSWER,semantic_debug,test
train-00007-of-00009.parquet,535320,758/A,OK,accepted,train
train-00002-of-00009.parquet,189004,45/A,RUNTIME_ERROR,execution_safety,test
train-00005-of-00009.parquet,350623,725/B,RUNTIME_ERROR,execution_safety,train
train-00000-of-00009.parquet,827,743/B,OK,accepted,test
test-00000-of-00001.parquet,651630,791/A,RUNTIME_ERROR,execution_safety,test
train-00007-of-00009.parquet,550673,799/A,WRONG_ANSWER,semantic_debug,test
train-00007-of-00009.parquet,517169,952/A,OK,accepted,test
train-00004-of-00009.parquet,337714,139/A,WRONG_ANSWER,semantic_debug,train
train-00004-of-00009.parquet,311400,313/B,RUNTIME_ERROR,execution_safety,test
train-00000-of-00009.parquet,37955,486/A,TIME_LIMIT_EXCEEDED,efficiency_review,test
train-00007-of-00009.parquet,494552,803/B,RUNTIME_ERROR,execution_safety,train
train-00008-of-00009.parquet,568148,9/A,RUNTIME_ERROR,execution_safety,train
train-00008-of-00009.parquet,601190,8/A,WRONG_ANSWER,semantic_debug,test
train-00007-of-00009.parquet,506386,888/B,OK,accepted,test
test-00000-of-00001.parquet,677883,892/A,RUNTIME_ERROR,execution_safety,train
train-00005-of-00009.parquet,396780,980/A,RUNTIME_ERROR,execution_safety,train
train-00005-of-00009.parquet,383441,131/A,WRONG_ANSWER,semantic_debug,train
train-00000-of-00009.parquet,43566,137/B,WRONG_ANSWER,semantic_debug,train
train-00006-of-00009.parquet,456536,118/A,OK,accepted,train
train-00003-of-00009.parquet,269903,71/A,OK,accepted,train
train-00002-of-00009.parquet,152161,231/A,COMPILATION_ERROR,syntax_repair,train
train-00005-of-00009.parquet,354818,965/A,TIME_LIMIT_EXCEEDED,efficiency_review,train
train-00007-of-00009.parquet,530873,0/none,RUNTIME_ERROR,execution_safety,train
test-00000-of-00001.parquet,684961,219/A,COMPILATION_ERROR,syntax_repair,train
train-00001-of-00009.parquet,93443,599/A,WRONG_ANSWER,semantic_debug,train
train-00006-of-00009.parquet,476230,26/A,RUNTIME_ERROR,execution_safety,train
train-00006-of-00009.parquet,473582,169/B,TIME_LIMIT_EXCEEDED,efficiency_review,train
train-00003-of-00009.parquet,269310,981/A,OK,accepted,train
train-00006-of-00009.parquet,469350,439/A,OK,accepted,train
train-00008-of-00009.parquet,575781,765/A,WRONG_ANSWER,semantic_debug,train
train-00002-of-00009.parquet,169568,864/A,OK,accepted,train
train-00003-of-00009.parquet,271649,472/A,COMPILATION_ERROR,syntax_repair,test
train-00004-of-00009.parquet,298210,263/A,WRONG_ANSWER,semantic_debug,train
train-00004-of-00009.parquet,291096,102/B,OK,accepted,train
train-00001-of-00009.parquet,128763,7/A,WRONG_ANSWER,semantic_debug,train
train-00002-of-00009.parquet,154758,709/A,WRONG_ANSWER,semantic_debug,test
train-00004-of-00009.parquet,282985,572/A,TIME_LIMIT_EXCEEDED,efficiency_review,test
train-00004-of-00009.parquet,302823,1/A,WRONG_ANSWER,semantic_debug,train
train-00000-of-00009.parquet,17363,52/A,TIME_LIMIT_EXCEEDED,efficiency_review,test
train-00005-of-00009.parquet,399681,729/B,TIME_LIMIT_EXCEEDED,efficiency_review,test
train-00002-of-00009.parquet,139971,59/A,WRONG_ANSWER,semantic_debug,train
train-00005-of-00009.parquet,400380,729/B,TIME_LIMIT_EXCEEDED,efficiency_review,test
train-00002-of-00009.parquet,156880,58/A,RUNTIME_ERROR,execution_safety,train
train-00004-of-00009.parquet,304629,239/A,TIME_LIMIT_EXCEEDED,efficiency_review,train
train-00005-of-00009.parquet,349574,16/A,WRONG_ANSWER,semantic_debug,test
train-00000-of-00009.parquet,34573,337/A,COMPILATION_ERROR,syntax_repair,train
train-00005-of-00009.parquet,362664,239/A,TIME_LIMIT_EXCEEDED,efficiency_review,train
train-00005-of-00009.parquet,379626,58/A,WRONG_ANSWER,semantic_debug,train
train-00002-of-00009.parquet,206304,985/A,WRONG_ANSWER,semantic_debug,test
train-00005-of-00009.parquet,353326,707/A,RUNTIME_ERROR,execution_safety,train
train-00008-of-00009.parquet,604905,639/A,TIME_LIMIT_EXCEEDED,efficiency_review,test
train-00000-of-00009.parquet,43409,617/A,WRONG_ANSWER,semantic_debug,train
train-00001-of-00009.parquet,85788,811/B,TIME_LIMIT_EXCEEDED,efficiency_review,train
train-00001-of-00009.parquet,106993,71/A,WRONG_ANSWER,semantic_debug,train
train-00008-of-00009.parquet,616589,450/A,COMPILATION_ERROR,syntax_repair,train
train-00003-of-00009.parquet,261244,774/C,OK,accepted,train
test-00000-of-00001.parquet,686493,71/A,OK,accepted,train
train-00008-of-00009.parquet,581886,71/A,RUNTIME_ERROR,execution_safety,train
train-00000-of-00009.parquet,50175,136/A,WRONG_ANSWER,semantic_debug,train
train-00004-of-00009.parquet,295836,873/A,RUNTIME_ERROR,execution_safety,train
train-00000-of-00009.parquet,26876,1/A,RUNTIME_ERROR,execution_safety,train
train-00006-of-00009.parquet,444545,361/A,RUNTIME_ERROR,execution_safety,test
train-00002-of-00009.parquet,202645,492/B,RUNTIME_ERROR,execution_safety,train
train-00003-of-00009.parquet,238802,342/A,RUNTIME_ERROR,execution_safety,train
train-00003-of-00009.parquet,274331,461/A,OK,accepted,train
train-00003-of-00009.parquet,263321,588/A,OK,accepted,train
train-00001-of-00009.parquet,69071,911/A,TIME_LIMIT_EXCEEDED,efficiency_review,test
train-00006-of-00009.parquet,467464,50/A,RUNTIME_ERROR,execution_safety,train
train-00001-of-00009.parquet,127435,27/A,RUNTIME_ERROR,execution_safety,train
train-00004-of-00009.parquet,339350,677/A,WRONG_ANSWER,semantic_debug,train
train-00005-of-00009.parquet,413959,699/A,WRONG_ANSWER,semantic_debug,train
train-00007-of-00009.parquet,510138,1/A,WRONG_ANSWER,semantic_debug,train
train-00002-of-00009.parquet,161045,703/A,RUNTIME_ERROR,execution_safety,test
train-00003-of-00009.parquet,212692,102/B,OK,accepted,train
train-00001-of-00009.parquet,107573,755/A,WRONG_ANSWER,semantic_debug,train
train-00008-of-00009.parquet,567613,994/A,OK,accepted,test
train-00001-of-00009.parquet,131062,58/A,WRONG_ANSWER,semantic_debug,train
train-00007-of-00009.parquet,483278,678/A,OK,accepted,train
test-00000-of-00001.parquet,632821,58/A,WRONG_ANSWER,semantic_debug,train
train-00000-of-00009.parquet,15714,629/A,OK,accepted,train
train-00001-of-00009.parquet,104515,124/A,WRONG_ANSWER,semantic_debug,train
train-00007-of-00009.parquet,507065,0/none,WRONG_ANSWER,semantic_debug,train
train-00005-of-00009.parquet,375942,71/A,RUNTIME_ERROR,execution_safety,train
train-00005-of-00009.parquet,356588,186/A,OK,accepted,train
train-00006-of-00009.parquet,444888,109/A,WRONG_ANSWER,semantic_debug,train
train-00005-of-00009.parquet,389194,353/A,RUNTIME_ERROR,execution_safety,train
train-00006-of-00009.parquet,463165,368/B,TIME_LIMIT_EXCEEDED,efficiency_review,train
train-00003-of-00009.parquet,239481,296/A,WRONG_ANSWER,semantic_debug,train
train-00004-of-00009.parquet,315076,306/A,OK,accepted,test
train-00003-of-00009.parquet,207767,302/A,TIME_LIMIT_EXCEEDED,efficiency_review,train
train-00007-of-00009.parquet,502674,486/A,TIME_LIMIT_EXCEEDED,efficiency_review,test
train-00006-of-00009.parquet,475151,253/A,RUNTIME_ERROR,execution_safety,train
train-00007-of-00009.parquet,548548,886/A,OK,accepted,test
train-00007-of-00009.parquet,510584,892/B,TIME_LIMIT_EXCEEDED,efficiency_review,test
test-00000-of-00001.parquet,654477,262/A,OK,accepted,test
train-00003-of-00009.parquet,216564,50/A,WRONG_ANSWER,semantic_debug,train
train-00005-of-00009.parquet,404409,742/A,WRONG_ANSWER,semantic_debug,train
train-00002-of-00009.parquet,204490,755/A,WRONG_ANSWER,semantic_debug,train
train-00000-of-00009.parquet,12225,5/A,WRONG_ANSWER,semantic_debug,train
train-00002-of-00009.parquet,194605,908/A,WRONG_ANSWER,semantic_debug,train
train-00006-of-00009.parquet,450816,254/A,RUNTIME_ERROR,execution_safety,train
train-00007-of-00009.parquet,534871,106/A,WRONG_ANSWER,semantic_debug,train
train-00003-of-00009.parquet,211958,471/A,WRONG_ANSWER,semantic_debug,test
train-00004-of-00009.parquet,291520,637/B,TIME_LIMIT_EXCEEDED,efficiency_review,test
train-00008-of-00009.parquet,615831,615/A,RUNTIME_ERROR,execution_safety,test
train-00006-of-00009.parquet,480684,59/A,OK,accepted,train
train-00005-of-00009.parquet,357897,365/A,RUNTIME_ERROR,execution_safety,train
train-00001-of-00009.parquet,120774,349/A,WRONG_ANSWER,semantic_debug,train
train-00007-of-00009.parquet,537898,313/B,TIME_LIMIT_EXCEEDED,efficiency_review,test
train-00000-of-00009.parquet,22506,320/A,OK,accepted,train
train-00007-of-00009.parquet,487802,203/A,WRONG_ANSWER,semantic_debug,train
train-00001-of-00009.parquet,93321,0/none,COMPILATION_ERROR,syntax_repair,train
train-00001-of-00009.parquet,124558,431/A,OK,accepted,train
train-00003-of-00009.parquet,227433,61/A,OK,accepted,train
train-00005-of-00009.parquet,357244,801/B,RUNTIME_ERROR,execution_safety,train
train-00007-of-00009.parquet,532724,714/B,WRONG_ANSWER,semantic_debug,train
test-00000-of-00001.parquet,682630,672/A,OK,accepted,train
train-00004-of-00009.parquet,336480,61/A,OK,accepted,train
train-00002-of-00009.parquet,167379,69/A,OK,accepted,test
train-00007-of-00009.parquet,537427,996/A,RUNTIME_ERROR,execution_safety,test
test-00000-of-00001.parquet,652884,373/A,WRONG_ANSWER,semantic_debug,train
train-00006-of-00009.parquet,449135,59/A,WRONG_ANSWER,semantic_debug,train
train-00004-of-00009.parquet,312379,814/A,OK,accepted,test
train-00003-of-00009.parquet,254899,579/A,RUNTIME_ERROR,execution_safety,train
test-00000-of-00001.parquet,631100,946/B,TIME_LIMIT_EXCEEDED,efficiency_review,test
test-00000-of-00001.parquet,668438,231/A,COMPILATION_ERROR,syntax_repair,train
train-00000-of-00009.parquet,30155,9/A,RUNTIME_ERROR,execution_safety,train
train-00002-of-00009.parquet,163960,535/B,OK,accepted,train
test-00000-of-00001.parquet,661702,22/A,RUNTIME_ERROR,execution_safety,train
train-00001-of-00009.parquet,120589,996/A,OK,accepted,test
train-00007-of-00009.parquet,512433,285/C,OK,accepted,test
train-00004-of-00009.parquet,300931,124/A,WRONG_ANSWER,semantic_debug,train
train-00002-of-00009.parquet,143865,732/A,OK,accepted,train
train-00006-of-00009.parquet,439018,807/A,OK,accepted,train
train-00006-of-00009.parquet,447159,0/none,WRONG_ANSWER,semantic_debug,train
train-00003-of-00009.parquet,210501,913/A,TIME_LIMIT_EXCEEDED,efficiency_review,train
train-00000-of-00009.parquet,36203,234/A,RUNTIME_ERROR,execution_safety,train
train-00003-of-00009.parquet,243450,770/A,WRONG_ANSWER,semantic_debug,train
train-00001-of-00009.parquet,137882,749/A,RUNTIME_ERROR,execution_safety,train
train-00005-of-00009.parquet,406206,1/A,WRONG_ANSWER,semantic_debug,train
train-00006-of-00009.parquet,462962,82/A,TIME_LIMIT_EXCEEDED,efficiency_review,train
train-00000-of-00009.parquet,58164,34/B,RUNTIME_ERROR,execution_safety,train
train-00008-of-00009.parquet,584527,919/B,COMPILATION_ERROR,syntax_repair,test
train-00004-of-00009.parquet,298299,217/A,RUNTIME_ERROR,execution_safety,train
train-00001-of-00009.parquet,101097,535/B,RUNTIME_ERROR,execution_safety,train
train-00002-of-00009.parquet,175212,227/B,TIME_LIMIT_EXCEEDED,efficiency_review,train
test-00000-of-00001.parquet,636934,675/A,RUNTIME_ERROR,execution_safety,train
train-00006-of-00009.parquet,438296,90/B,RUNTIME_ERROR,execution_safety,test
train-00000-of-00009.parquet,11891,869/B,RUNTIME_ERROR,execution_safety,train
test-00000-of-00001.parquet,682721,22/A,RUNTIME_ERROR,execution_safety,train
train-00000-of-00009.parquet,55107,719/A,WRONG_ANSWER,semantic_debug,train
train-00004-of-00009.parquet,327913,749/A,WRONG_ANSWER,semantic_debug,train
train-00004-of-00009.parquet,329518,41/A,OK,accepted,train
train-00005-of-00009.parquet,414080,289/A,WRONG_ANSWER,semantic_debug,train
train-00002-of-00009.parquet,158377,897/A,WRONG_ANSWER,semantic_debug,train
train-00004-of-00009.parquet,310965,411/A,COMPILATION_ERROR,syntax_repair,train
train-00008-of-00009.parquet,614812,748/A,OK,accepted,train
train-00001-of-00009.parquet,113964,122/A,OK,accepted,test
test-00000-of-00001.parquet,627114,617/A,OK,accepted,train
train-00005-of-00009.parquet,412086,159/B,TIME_LIMIT_EXCEEDED,efficiency_review,train
train-00007-of-00009.parquet,508998,78/B,WRONG_ANSWER,semantic_debug,train
train-00007-of-00009.parquet,519088,714/A,WRONG_ANSWER,semantic_debug,test
train-00006-of-00009.parquet,479332,1/A,COMPILATION_ERROR,syntax_repair,train
train-00007-of-00009.parquet,504276,616/A,TIME_LIMIT_EXCEEDED,efficiency_review,train
train-00002-of-00009.parquet,159789,50/A,OK,accepted,train
train-00004-of-00009.parquet,317104,716/A,OK,accepted,train
train-00001-of-00009.parquet,111573,268/A,OK,accepted,train
train-00008-of-00009.parquet,554167,725/B,OK,accepted,train
train-00007-of-00009.parquet,506073,362/B,RUNTIME_ERROR,execution_safety,train
train-00001-of-00009.parquet,132525,304/A,WRONG_ANSWER,semantic_debug,test
train-00005-of-00009.parquet,354136,352/A,RUNTIME_ERROR,execution_safety,train
test-00000-of-00001.parquet,657719,208/A,WRONG_ANSWER,semantic_debug,train
train-00004-of-00009.parquet,300458,768/A,TIME_LIMIT_EXCEEDED,efficiency_review,train
test-00000-of-00001.parquet,647150,136/A,OK,accepted,train
test-00000-of-00001.parquet,686720,262/B,RUNTIME_ERROR,execution_safety,train
train-00004-of-00009.parquet,336311,977/A,WRONG_ANSWER,semantic_debug,train
train-00006-of-00009.parquet,423774,903/C,WRONG_ANSWER,semantic_debug,train
train-00005-of-00009.parquet,410715,757/A,WRONG_ANSWER,semantic_debug,train
train-00006-of-00009.parquet,479353,984/A,WRONG_ANSWER,semantic_debug,train
train-00000-of-00009.parquet,61991,0/none,TIME_LIMIT_EXCEEDED,efficiency_review,train
train-00007-of-00009.parquet,491466,637/B,TIME_LIMIT_EXCEEDED,efficiency_review,test
train-00003-of-00009.parquet,268996,591/A,RUNTIME_ERROR,execution_safety,train
train-00001-of-00009.parquet,95336,231/A,RUNTIME_ERROR,execution_safety,train
train-00007-of-00009.parquet,500397,979/A,WRONG_ANSWER,semantic_debug,train
train-00001-of-00009.parquet,100887,801/B,COMPILATION_ERROR,syntax_repair,train
test-00000-of-00001.parquet,634688,108/A,WRONG_ANSWER,semantic_debug,test
train-00007-of-00009.parquet,504209,71/A,COMPILATION_ERROR,syntax_repair,train
test-00000-of-00001.parquet,642684,227/B,TIME_LIMIT_EXCEEDED,efficiency_review,train
train-00007-of-00009.parquet,543777,452/A,WRONG_ANSWER,semantic_debug,test
train-00002-of-00009.parquet,193883,581/A,COMPILATION_ERROR,syntax_repair,train
train-00006-of-00009.parquet,469110,421/A,OK,accepted,test
train-00005-of-00009.parquet,385725,851/A,OK,accepted,train
train-00000-of-00009.parquet,7968,61/A,COMPILATION_ERROR,syntax_repair,train
train-00006-of-00009.parquet,430655,616/B,RUNTIME_ERROR,execution_safety,test
train-00008-of-00009.parquet,609149,461/A,OK,accepted,train
train-00000-of-00009.parquet,15581,691/A,OK,accepted,train
train-00008-of-00009.parquet,575623,104/A,WRONG_ANSWER,semantic_debug,train
train-00003-of-00009.parquet,239275,363/B,RUNTIME_ERROR,execution_safety,train
train-00004-of-00009.parquet,324175,58/A,WRONG_ANSWER,semantic_debug,train
train-00004-of-00009.parquet,315789,270/A,RUNTIME_ERROR,execution_safety,train
train-00006-of-00009.parquet,432946,0/none,WRONG_ANSWER,semantic_debug,train
train-00001-of-00009.parquet,96484,144/A,OK,accepted,train
train-00001-of-00009.parquet,99554,755/A,WRONG_ANSWER,semantic_debug,train
train-00005-of-00009.parquet,390385,546/A,COMPILATION_ERROR,syntax_repair,train
test-00000-of-00001.parquet,644468,48/A,OK,accepted,train
train-00007-of-00009.parquet,526874,59/A,OK,accepted,train
train-00001-of-00009.parquet,133981,849/A,RUNTIME_ERROR,execution_safety,train
train-00003-of-00009.parquet,226302,558/A,WRONG_ANSWER,semantic_debug,test
train-00001-of-00009.parquet,84144,754/A,WRONG_ANSWER,semantic_debug,test
train-00002-of-00009.parquet,169478,887/A,RUNTIME_ERROR,execution_safety,train
train-00001-of-00009.parquet,113011,0/none,MEMORY_LIMIT_EXCEEDED,execution_safety,train
train-00000-of-00009.parquet,56174,912/A,COMPILATION_ERROR,syntax_repair,train
test-00000-of-00001.parquet,651901,940/A,WRONG_ANSWER,semantic_debug,train
test-00000-of-00001.parquet,627520,0/none,WRONG_ANSWER,semantic_debug,train
train-00004-of-00009.parquet,314672,0/none,OK,accepted,train
train-00002-of-00009.parquet,146264,546/A,RUNTIME_ERROR,execution_safety,train
train-00000-of-00009.parquet,67763,482/A,RUNTIME_ERROR,execution_safety,train
train-00007-of-00009.parquet,518588,131/A,OK,accepted,train
train-00007-of-00009.parquet,522055,556/A,WRONG_ANSWER,semantic_debug,train
train-00002-of-00009.parquet,148508,805/A,RUNTIME_ERROR,execution_safety,test
test-00000-of-00001.parquet,647734,714/B,WRONG_ANSWER,semantic_debug,train
train-00004-of-00009.parquet,286662,801/A,OK,accepted,train
train-00000-of-00009.parquet,17171,424/A,WRONG_ANSWER,semantic_debug,test
train-00008-of-00009.parquet,587678,811/B,TIME_LIMIT_EXCEEDED,efficiency_review,train
train-00002-of-00009.parquet,181653,869/B,RUNTIME_ERROR,execution_safety,train
train-00003-of-00009.parquet,257641,672/A,RUNTIME_ERROR,execution_safety,train
train-00007-of-00009.parquet,543663,17/A,OK,accepted,train
train-00004-of-00009.parquet,340463,114/A,TIME_LIMIT_EXCEEDED,efficiency_review,test
train-00008-of-00009.parquet,613726,166/A,WRONG_ANSWER,semantic_debug,train
train-00008-of-00009.parquet,572968,725/A,RUNTIME_ERROR,execution_safety,train
train-00003-of-00009.parquet,253880,266/A,RUNTIME_ERROR,execution_safety,train
train-00004-of-00009.parquet,294316,43/A,OK,accepted,test
train-00000-of-00009.parquet,21772,514/A,COMPILATION_ERROR,syntax_repair,train
train-00004-of-00009.parquet,286216,353/A,OK,accepted,train
train-00006-of-00009.parquet,453575,617/A,OK,accepted,train
train-00008-of-00009.parquet,609079,586/A,WRONG_ANSWER,semantic_debug,train
train-00006-of-00009.parquet,423466,844/A,WRONG_ANSWER,semantic_debug,test
train-00005-of-00009.parquet,396581,828/A,COMPILATION_ERROR,syntax_repair,train
train-00000-of-00009.parquet,10263,675/A,RUNTIME_ERROR,execution_safety,train
train-00004-of-00009.parquet,338084,168/A,WRONG_ANSWER,semantic_debug,train
train-00008-of-00009.parquet,621224,385/A,WRONG_ANSWER,semantic_debug,train
train-00001-of-00009.parquet,80960,169/A,COMPILATION_ERROR,syntax_repair,train
train-00006-of-00009.parquet,474362,989/B,WRONG_ANSWER,semantic_debug,test
train-00005-of-00009.parquet,409313,918/A,WRONG_ANSWER,semantic_debug,test
train-00007-of-00009.parquet,485760,675/A,TIME_LIMIT_EXCEEDED,efficiency_review,train
train-00007-of-00009.parquet,524924,271/A,OK,accepted,train
test-00000-of-00001.parquet,675670,82/A,WRONG_ANSWER,semantic_debug,train
train-00006-of-00009.parquet,481545,822/A,RUNTIME_ERROR,execution_safety,test
train-00005-of-00009.parquet,363234,732/A,OK,accepted,train
train-00007-of-00009.parquet,521627,454/A,OK,accepted,train
train-00005-of-00009.parquet,398240,1/A,TIME_LIMIT_EXCEEDED,efficiency_review,train
train-00005-of-00009.parquet,410834,721/B,WRONG_ANSWER,semantic_debug,train
test-00000-of-00001.parquet,679365,155/A,OK,accepted,test
test-00000-of-00001.parquet,636840,1/A,RUNTIME_ERROR,execution_safety,train
train-00008-of-00009.parquet,590150,166/A,MEMORY_LIMIT_EXCEEDED,execution_safety,train
train-00007-of-00009.parquet,483969,44/A,OK,accepted,train
test-00000-of-00001.parquet,644830,558/A,WRONG_ANSWER,semantic_debug,test
train-00008-of-00009.parquet,605181,490/A,COMPILATION_ERROR,syntax_repair,test
train-00002-of-00009.parquet,141364,268/A,WRONG_ANSWER,semantic_debug,train
