event_index,student_id,task_id,scenario,action,error_type,compile_success,tests_passed,tests_failed,analysis_time_ms,wall_latency_ms,suspicious_region
486,26,104,unfinished_todo_repeat_b,GUIDING_QUESTION,STUCK_NO_PROGRESS,true,0,3,273,277,unfinished implementation
487,26,105,complete_return_first,NO_FEEDBACK,UNKNOWN,true,3,0,273,278,logic block
488,26,106,unknown_partial_logic,CONCEPTUAL_HINT,UNKNOWN,true,1,2,270,277,logic block
489,26,105,complete_return_second,NO_FEEDBACK,UNKNOWN,true,3,0,280,285,logic block
490,26,101,syntax_after_progress,CONCEPTUAL_HINT,SYNTAX_ERROR,false,0,0,67,71,statement ending
491,26,102,off_by_one_after_progress,CONCEPTUAL_HINT,OFF_BY_ONE,true,1,2,272,276,for loop condition
492,26,104,unfinished_todo_after_progress,GUIDING_QUESTION,STUCK_NO_PROGRESS,true,0,3,273,277,unfinished implementation
493,26,103,wrong_condition_after_progress,CONCEPTUAL_HINT,WRONG_CONDITION,true,1,2,272,277,while condition
494,26,105,complete_return_final,CONCEPTUAL_HINT,UNKNOWN,true,3,0,274,278,logic block
495,27,101,syntax_missing_semicolon_a,CODE_HIGHLIGHT,SYNTAX_ERROR,false,0,0,75,79,statement ending
496,27,101,syntax_missing_semicolon_b,CONCEPTUAL_HINT,SYNTAX_ERROR,false,0,0,74,79,statement ending
497,27,101,syntax_missing_semicolon_c,CONCEPTUAL_HINT,SYNTAX_ERROR,false,0,0,68,72,statement ending
498,27,102,off_by_one_first,CODE_HIGHLIGHT,OFF_BY_ONE,true,1,2,275,280,for loop condition
499,27,102,off_by_one_repeat_a,CONCEPTUAL_HINT,OFF_BY_ONE,true,1,2,275,280,for loop condition
500,27,102,off_by_one_repeat_b,CONCEPTUAL_HINT,OFF_BY_ONE,true,1,2,272,276,for loop condition
501,27,103,wrong_condition_first,CONCEPTUAL_HINT,WRONG_CONDITION,true,1,2,272,276,while condition
502,27,103,wrong_condition_repeat,CONCEPTUAL_HINT,WRONG_CONDITION,true,1,2,279,286,while condition
503,27,104,unfinished_todo_first,GUIDING_QUESTION,STUCK_NO_PROGRESS,true,0,3,273,281,unfinished implementation
504,27,104,unfinished_todo_repeat_a,CODE_HIGHLIGHT,SYNTAX_ERROR,false,0,0,69,74,"line 1, column 66"
505,27,104,unfinished_todo_repeat_b,GUIDING_QUESTION,STUCK_NO_PROGRESS,true,0,3,271,275,unfinished implementation
506,27,105,complete_return_first,NO_FEEDBACK,UNKNOWN,true,3,0,273,278,logic block
507,27,106,unknown_partial_logic,CONCEPTUAL_HINT,UNKNOWN,true,1,2,269,273,logic block
508,27,105,complete_return_second,NO_FEEDBACK,UNKNOWN,true,3,0,275,279,logic block
509,27,101,syntax_after_progress,CONCEPTUAL_HINT,SYNTAX_ERROR,false,0,0,67,73,statement ending
510,27,102,off_by_one_after_progress,CONCEPTUAL_HINT,OFF_BY_ONE,true,1,2,270,275,for loop condition
511,27,104,unfinished_todo_after_progress,GUIDING_QUESTION,STUCK_NO_PROGRESS,true,0,3,273,284,unfinished implementation
512,27,103,wrong_condition_after_progress,CONCEPTUAL_HINT,WRONG_CONDITION,true,1,2,272,279,while condition
513,27,105,complete_return_final,CONCEPTUAL_HINT,UNKNOWN,true,3,0,277,285,logic block
514,28,101,syntax_missing_semicolon_a,CODE_HIGHLIGHT,SYNTAX_ERROR,false,0,0,66,70,statement ending
515,28,101,syntax_missing_semicolon_b,CONCEPTUAL_HINT,SYNTAX_ERROR,false,0,0,65,70,statement ending
516,28,101,syntax_missing_semicolon_c,CONCEPTUAL_HINT,SYNTAX_ERROR,false,0,0,67,72,statement ending
517,28,102,off_by_one_first,CODE_HIGHLIGHT,OFF_BY_ONE,true,1,2,274,278,for loop condition
518,28,102,off_by_one_repeat_a,CONCEPTUAL_HINT,OFF_BY_ONE,true,1,2,270,275,for loop condition
519,28,102,off_by_one_repeat_b,CONCEPTUAL_HINT,OFF_BY_ONE,true,1,2,274,278,for loop condition
520,28,103,wrong_condition_first,CONCEPTUAL_HINT,WRONG_CONDITION,true,1,2,277,281,while condition
521,28,103,wrong_condition_repeat,CONCEPTUAL_HINT,WRONG_CONDITION,true,1,2,268,274,while condition
522,28,104,unfinished_todo_first,GUIDING_QUESTION,STUCK_NO_PROGRESS,true,0,3,278,284,unfinished implementation
523,28,104,unfinished_todo_repeat_a,CODE_HIGHLIGHT,SYNTAX_ERROR,false,0,0,70,73,"line 1, column 66"
524,28,104,unfinished_todo_repeat_b,GUIDING_QUESTION,STUCK_NO_PROGRESS,true,0,3,279,283,unfinished implementation
525,28,105,complete_return_first,NO_FEEDBACK,UNKNOWN,true,3,0,277,281,logic block
526,28,106,unknown_partial_logic,CONCEPTUAL_HINT,UNKNOWN,true,1,2,279,283,logic block
527,28,105,complete_return_second,NO_FEEDBACK,UNKNOWN,true,3,0,275,280,logic block
528,28,101,syntax_after_progress,CONCEPTUAL_HINT,SYNTAX_ERROR,false,0,0,67,72,statement ending
529,28,102,off_by_one_after_progress,CONCEPTUAL_HINT,OFF_BY_ONE,true,1,2,272,277,for loop condition
530,28,104,unfinished_todo_after_progress,GUIDING_QUESTION,STUCK_NO_PROGRESS,true,0,3,274,279,unfinished implementation
531,28,103,wrong_condition_after_progress,CONCEPTUAL_HINT,WRONG_CONDITION,true,1,2,279,282,while condition
532,28,105,complete_return_final,CONCEPTUAL_HINT,UNKNOWN,true,3,0,272,276,logic block
533,29,101,syntax_missing_semicolon_a,CODE_HIGHLIGHT,SYNTAX_ERROR,false,0,0,70,77,statement ending
534,29,101,syntax_missing_semicolon_b,CONCEPTUAL_HINT,SYNTAX_ERROR,false,0,0,71,75,statement ending
535,29,101,syntax_missing_semicolon_c,CONCEPTUAL_HINT,SYNTAX_ERROR,false,0,0,68,72,statement ending
536,29,102,off_by_one_first,CODE_HIGHLIGHT,OFF_BY_ONE,true,1,2,271,275,for loop condition
537,29,102,off_by_one_repeat_a,CONCEPTUAL_HINT,OFF_BY_ONE,true,1,2,272,276,for loop condition
538,29,102,off_by_one_repeat_b,CONCEPTUAL_HINT,OFF_BY_ONE,true,1,2,278,283,for loop condition
539,29,103,wrong_condition_first,CONCEPTUAL_HINT,WRONG_CONDITION,true,1,2,276,280,while condition
540,29,103,wrong_condition_repeat,CONCEPTUAL_HINT,WRONG_CONDITION,true,1,2,272,276,while condition
541,29,104,unfinished_todo_first,GUIDING_QUESTION,STUCK_NO_PROGRESS,true,0,3,275,282,unfinished implementation
542,29,104,unfinished_todo_repeat_a,CODE_HIGHLIGHT,SYNTAX_ERROR,false,0,0,70,75,"line 1, column 66"
543,29,104,unfinished_todo_repeat_b,GUIDING_QUESTION,STUCK_NO_PROGRESS,true,0,3,276,281,unfinished implementation
544,29,105,complete_return_first,NO_FEEDBACK,UNKNOWN,true,3,0,271,278,logic block
545,29,106,unknown_partial_logic,CONCEPTUAL_HINT,UNKNOWN,true,1,2,275,280,logic block
546,29,105,complete_return_second,NO_FEEDBACK,UNKNOWN,true,3,0,274,278,logic block
547,29,101,syntax_after_progress,CONCEPTUAL_HINT,SYNTAX_ERROR,false,0,0,69,72,statement ending
548,29,102,off_by_one_after_progress,CONCEPTUAL_HINT,OFF_BY_ONE,true,1,2,292,295,for loop condition
549,29,104,unfinished_todo_after_progress,GUIDING_QUESTION,STUCK_NO_PROGRESS,true,0,3,295,301,unfinished implementation
550,29,103,wrong_condition_after_progress,CONCEPTUAL_HINT,WRONG_CONDITION,true,1,2,314,320,while condition
551,29,105,complete_return_final,CONCEPTUAL_HINT,UNKNOWN,true,3,0,303,308,logic block
552,30,101,syntax_missing_semicolon_a,CODE_HIGHLIGHT,SYNTAX_ERROR,false,0,0,75,81,statement ending
553,30,101,syntax_missing_semicolon_b,CONCEPTUAL_HINT,SYNTAX_ERROR,false,0,0,70,75,statement ending
554,30,101,syntax_missing_semicolon_c,CONCEPTUAL_HINT,SYNTAX_ERROR,false,0,0,76,79,statement ending
555,30,102,off_by_one_first,CODE_HIGHLIGHT,OFF_BY_ONE,true,1,2,291,296,for loop condition
556,30,102,off_by_one_repeat_a,CONCEPTUAL_HINT,OFF_BY_ONE,true,1,2,279,283,for loop condition
557,30,102,off_by_one_repeat_b,CONCEPTUAL_HINT,OFF_BY_ONE,true,1,2,284,289,for loop condition
558,30,103,wrong_condition_first,CONCEPTUAL_HINT,WRONG_CONDITION,true,1,2,281,286,while condition
559,30,103,wrong_condition_repeat,CONCEPTUAL_HINT,WRONG_CONDITION,true,1,2,309,318,while condition
560,30,104,unfinished_todo_first,GUIDING_QUESTION,STUCK_NO_PROGRESS,true,0,3,291,297,unfinished implementation
561,30,104,unfinished_todo_repeat_a,CODE_HIGHLIGHT,SYNTAX_ERROR,false,0,0,73,77,"line 1, column 66"
562,30,104,unfinished_todo_repeat_b,GUIDING_QUESTION,STUCK_NO_PROGRESS,true,0,3,287,293,unfinished implementation
563,30,105,complete_return_first,NO_FEEDBACK,UNKNOWN,true,3,0,286,291,logic block
564,30,106,unknown_partial_logic,CONCEPTUAL_HINT,UNKNOWN,true,1,2,292,297,logic block
565,30,105,complete_return_second,NO_FEEDBACK,UNKNOWN,true,3,0,277,283,logic block
566,30,101,syntax_after_progress,CONCEPTUAL_HINT,SYNTAX_ERROR,false,0,0,66,72,statement ending
567,30,102,off_by_one_after_progress,CONCEPTUAL_HINT,OFF_BY_ONE,true,1,2,272,277,for loop condition
568,30,104,unfinished_todo_after_progress,GUIDING_QUESTION,STUCK_NO_PROGRESS,true,0,3,271,275,unfinished implementation
569,30,103,wrong_condition_after_progress,CONCEPTUAL_HINT,WRONG_CONDITION,true,1,2,278,282,while condition
570,30,105,complete_return_final,CONCEPTUAL_HINT,UNKNOWN,true,3,0,280,284,logic block
