event_index,mode,problem_slug,difficulty,stage,expected_action,system_action,agreement,wall_latency_ms
241,ML,merge-sorted-array,easy,syntax,CODE_HIGHLIGHT,CODE_HIGHLIGHT,true,43
242,ML,merge-sorted-array,easy,planning,GUIDING_QUESTION,GUIDING_QUESTION,true,32
243,ML,merge-sorted-array,easy,first_conceptual_error,CODE_HIGHLIGHT,CODE_HIGHLIGHT,true,47
244,ML,merge-sorted-array,easy,repeated_conceptual_error,CONCEPTUAL_HINT,CONCEPTUAL_HINT,true,49
245,ML,merge-sorted-array,easy,partial_logic,CONCEPTUAL_HINT,CONCEPTUAL_HINT,true,84
246,ML,merge-sorted-array,easy,local_completion,NO_FEEDBACK,NO_FEEDBACK,true,63
247,ML,trapping-rain-water,hard,syntax,CODE_HIGHLIGHT,CODE_HIGHLIGHT,true,47
248,ML,trapping-rain-water,hard,planning,GUIDING_QUESTION,GUIDING_QUESTION,true,28
249,ML,trapping-rain-water,hard,first_conceptual_error,CONCEPTUAL_HINT,CONCEPTUAL_HINT,true,48
250,ML,trapping-rain-water,hard,repeated_conceptual_error,CONCEPTUAL_HINT,CONCEPTUAL_HINT,true,30
251,ML,trapping-rain-water,hard,partial_logic,CONCEPTUAL_HINT,CONCEPTUAL_HINT,true,46
252,ML,trapping-rain-water,hard,local_completion,NO_FEEDBACK,CONCEPTUAL_HINT,false,45
253,ML,lru-cache,medium,syntax,CODE_HIGHLIGHT,CODE_HIGHLIGHT,true,46
254,ML,lru-cache,medium,planning,GUIDING_QUESTION,GUIDING_QUESTION,true,50
255,ML,lru-cache,medium,first_conceptual_error,CONCEPTUAL_HINT,NO_FEEDBACK,false,29
256,ML,lru-cache,medium,repeated_conceptual_error,CONCEPTUAL_HINT,NO_FEEDBACK,false,49
257,ML,lru-cache,medium,partial_logic,CONCEPTUAL_HINT,CONCEPTUAL_HINT,true,47
258,ML,lru-cache,medium,local_completion,NO_FEEDBACK,CONCEPTUAL_HINT,false,40
259,ML,longest-substring,medium,syntax,CODE_HIGHLIGHT,CODE_HIGHLIGHT,true,47
260,ML,longest-substring,medium,planning,GUIDING_QUESTION,GUIDING_QUESTION,true,47
261,ML,longest-substring,medium,first_conceptual_error,CODE_HIGHLIGHT,CODE_HIGHLIGHT,true,49
262,ML,longest-substring,medium,repeated_conceptual_error,CONCEPTUAL_HINT,CONCEPTUAL_HINT,true,42
263,ML,longest-substring,medium,partial_logic,CONCEPTUAL_HINT,CONCEPTUAL_HINT,true,48
264,ML,longest-substring,medium,local_completion,NO_FEEDBACK,NO_FEEDBACK,true,44
265,ML,reverse-linked-list,easy,syntax,CODE_HIGHLIGHT,CODE_HIGHLIGHT,true,44
266,ML,reverse-linked-list,easy,planning,GUIDING_QUESTION,GUIDING_QUESTION,true,52
267,ML,reverse-linked-list,easy,first_conceptual_error,CONCEPTUAL_HINT,CONCEPTUAL_HINT,true,53
268,ML,reverse-linked-list,easy,repeated_conceptual_error,CONCEPTUAL_HINT,CONCEPTUAL_HINT,true,28
269,ML,reverse-linked-list,easy,partial_logic,CONCEPTUAL_HINT,CONCEPTUAL_HINT,true,38
270,ML,reverse-linked-list,easy,local_completion,NO_FEEDBACK,NO_FEEDBACK,true,47
271,ML,matrix-diagonal-sum,easy,syntax,CODE_HIGHLIGHT,CODE_HIGHLIGHT,true,46
272,ML,matrix-diagonal-sum,easy,planning,GUIDING_QUESTION,GUIDING_QUESTION,true,45
273,ML,matrix-diagonal-sum,easy,first_conceptual_error,CODE_HIGHLIGHT,CODE_HIGHLIGHT,true,49
274,ML,matrix-diagonal-sum,easy,repeated_conceptual_error,CONCEPTUAL_HINT,CONCEPTUAL_HINT,true,44
275,ML,matrix-diagonal-sum,easy,partial_logic,CONCEPTUAL_HINT,CONCEPTUAL_HINT,true,47
276,ML,matrix-diagonal-sum,easy,local_completion,NO_FEEDBACK,NO_FEEDBACK,true,46
277,ML,roman-to-integer,easy,syntax,CODE_HIGHLIGHT,CODE_HIGHLIGHT,true,28
278,ML,roman-to-integer,easy,planning,GUIDING_QUESTION,GUIDING_QUESTION,true,48
279,ML,roman-to-integer,easy,first_conceptual_error,CODE_HIGHLIGHT,CODE_HIGHLIGHT,true,48
280,ML,roman-to-integer,easy,repeated_conceptual_error,CONCEPTUAL_HINT,CONCEPTUAL_HINT,true,49
281,ML,roman-to-integer,easy,partial_logic,CONCEPTUAL_HINT,CONCEPTUAL_HINT,true,43
282,ML,roman-to-integer,easy,local_completion,NO_FEEDBACK,NO_FEEDBACK,true,47
283,ML,climbing-stairs,easy,syntax,CODE_HIGHLIGHT,CODE_HIGHLIGHT,true,31
284,ML,climbing-stairs,easy,planning,GUIDING_QUESTION,GUIDING_QUESTION,true,70
285,ML,climbing-stairs,easy,first_conceptual_error,CONCEPTUAL_HINT,CONCEPTUAL_HINT,true,53
286,ML,climbing-stairs,easy,repeated_conceptual_error,CONCEPTUAL_HINT,CONCEPTUAL_HINT,true,46
287,ML,climbing-stairs,easy,partial_logic,CONCEPTUAL_HINT,CONCEPTUAL_HINT,true,46
288,ML,climbing-stairs,easy,local_completion,NO_FEEDBACK,CODE_HIGHLIGHT,false,71
1,NO_POLICY,palindrome,easy,syntax,CODE_HIGHLIGHT,CONCEPTUAL_HINT,false,294
2,NO_POLICY,palindrome,easy,planning,GUIDING_QUESTION,CONCEPTUAL_HINT,false,122
3,NO_POLICY,palindrome,easy,first_conceptual_error,CODE_HIGHLIGHT,CONCEPTUAL_HINT,false,91
4,NO_POLICY,palindrome,easy,repeated_conceptual_error,CONCEPTUAL_HINT,CONCEPTUAL_HINT,true,68
5,NO_POLICY,palindrome,easy,partial_logic,CONCEPTUAL_HINT,CONCEPTUAL_HINT,true,51
6,NO_POLICY,palindrome,easy,local_completion,NO_FEEDBACK,CONCEPTUAL_HINT,false,65
7,NO_POLICY,two-sum,easy,syntax,CODE_HIGHLIGHT,CONCEPTUAL_HINT,false,53
8,NO_POLICY,two-sum,easy,planning,GUIDING_QUESTION,CONCEPTUAL_HINT,false,66
9,NO_POLICY,two-sum,easy,first_conceptual_error,CODE_HIGHLIGHT,CONCEPTUAL_HINT,false,58
10,NO_POLICY,two-sum,easy,repeated_conceptual_error,CONCEPTUAL_HINT,CONCEPTUAL_HINT,true,67
11,NO_POLICY,two-sum,easy,partial_logic,CONCEPTUAL_HINT,CONCEPTUAL_HINT,true,53
12,NO_POLICY,two-sum,easy,local_completion,NO_FEEDBACK,CONCEPTUAL_HINT,false,63
13,NO_POLICY,valid-parentheses,easy,syntax,CODE_HIGHLIGHT,CONCEPTUAL_HINT,false,57
14,NO_POLICY,valid-parentheses,easy,planning,GUIDING_QUESTION,CONCEPTUAL_HINT,false,35
15,NO_POLICY,valid-parentheses,easy,first_conceptual_error,CODE_HIGHLIGHT,CONCEPTUAL_HINT,false,61
16,NO_POLICY,valid-parentheses,easy,repeated_conceptual_error,CONCEPTUAL_HINT,CONCEPTUAL_HINT,true,65
17,NO_POLICY,valid-parentheses,easy,partial_logic,CONCEPTUAL_HINT,CONCEPTUAL_HINT,true,60
18,NO_POLICY,valid-parentheses,easy,local_completion,NO_FEEDBACK,CONCEPTUAL_HINT,false,62
19,NO_POLICY,binary-search,easy,syntax,CODE_HIGHLIGHT,CONCEPTUAL_HINT,false,59
20,NO_POLICY,binary-search,easy,planning,GUIDING_QUESTION,CONCEPTUAL_HINT,false,36
21,NO_POLICY,binary-search,easy,first_conceptual_error,CODE_HIGHLIGHT,CONCEPTUAL_HINT,false,55
22,NO_POLICY,binary-search,easy,repeated_conceptual_error,CONCEPTUAL_HINT,CONCEPTUAL_HINT,true,61
23,NO_POLICY,binary-search,easy,partial_logic,CONCEPTUAL_HINT,CONCEPTUAL_HINT,true,56
24,NO_POLICY,binary-search,easy,local_completion,NO_FEEDBACK,CONCEPTUAL_HINT,false,50
25,NO_POLICY,merge-sorted-array,easy,syntax,CODE_HIGHLIGHT,CONCEPTUAL_HINT,false,45
26,NO_POLICY,merge-sorted-array,easy,planning,GUIDING_QUESTION,CONCEPTUAL_HINT,false,34
27,NO_POLICY,merge-sorted-array,easy,first_conceptual_error,CODE_HIGHLIGHT,CONCEPTUAL_HINT,false,56
28,NO_POLICY,merge-sorted-array,easy,repeated_conceptual_error,CONCEPTUAL_HINT,CONCEPTUAL_HINT,true,49
29,NO_POLICY,merge-sorted-array,easy,partial_logic,CONCEPTUAL_HINT,CONCEPTUAL_HINT,true,41
30,NO_POLICY,merge-sorted-array,easy,local_completion,NO_FEEDBACK,CONCEPTUAL_HINT,false,37
31,NO_POLICY,trapping-rain-water,hard,syntax,CODE_HIGHLIGHT,CONCEPTUAL_HINT,false,60
32,NO_POLICY,trapping-rain-water,hard,planning,GUIDING_QUESTION,CONCEPTUAL_HINT,false,42
33,NO_POLICY,trapping-rain-water,hard,first_conceptual_error,CONCEPTUAL_HINT,CONCEPTUAL_HINT,true,47
34,NO_POLICY,trapping-rain-water,hard,repeated_conceptual_error,CONCEPTUAL_HINT,CONCEPTUAL_HINT,true,46
35,NO_POLICY,trapping-rain-water,hard,partial_logic,CONCEPTUAL_HINT,CONCEPTUAL_HINT,true,44
36,NO_POLICY,trapping-rain-water,hard,local_completion,NO_FEEDBACK,CONCEPTUAL_HINT,false,34
37,NO_POLICY,lru-cache,medium,syntax,CODE_HIGHLIGHT,CONCEPTUAL_HINT,false,52
38,NO_POLICY,lru-cache,medium,planning,GUIDING_QUESTION,CONCEPTUAL_HINT,false,32
39,NO_POLICY,lru-cache,medium,first_conceptual_error,CONCEPTUAL_HINT,CONCEPTUAL_HINT,true,52
40,NO_POLICY,lru-cache,medium,repeated_conceptual_error,CONCEPTUAL_HINT,CONCEPTUAL_HINT,true,47
41,NO_POLICY,lru-cache,medium,partial_logic,CONCEPTUAL_HINT,CONCEPTUAL_HINT,true,31
42,NO_POLICY,lru-cache,medium,local_completion,NO_FEEDBACK,CONCEPTUAL_HINT,false,46
43,NO_POLICY,longest-substring,medium,syntax,CODE_HIGHLIGHT,CONCEPTUAL_HINT,false,42
44,NO_POLICY,longest-substring,medium,planning,GUIDING_QUESTION,CONCEPTUAL_HINT,false,47
45,NO_POLICY,longest-substring,medium,first_conceptual_error,CODE_HIGHLIGHT,CONCEPTUAL_HINT,false,46
46,NO_POLICY,longest-substring,medium,repeated_conceptual_error,CONCEPTUAL_HINT,CONCEPTUAL_HINT,true,46
47,NO_POLICY,longest-substring,medium,partial_logic,CONCEPTUAL_HINT,CONCEPTUAL_HINT,true,47
48,NO_POLICY,longest-substring,medium,local_completion,NO_FEEDBACK,CONCEPTUAL_HINT,false,47
49,NO_POLICY,reverse-linked-list,easy,syntax,CODE_HIGHLIGHT,CONCEPTUAL_HINT,false,46
50,NO_POLICY,reverse-linked-list,easy,planning,GUIDING_QUESTION,CONCEPTUAL_HINT,false,44
51,NO_POLICY,reverse-linked-list,easy,first_conceptual_error,CONCEPTUAL_HINT,CONCEPTUAL_HINT,true,49
52,NO_POLICY,reverse-linked-list,easy,repeated_conceptual_error,CONCEPTUAL_HINT,CONCEPTUAL_HINT,true,30
53,NO_POLICY,reverse-linked-list,easy,partial_logic,CONCEPTUAL_HINT,CONCEPTUAL_HINT,true,49
54,NO_POLICY,reverse-linked-list,easy,local_completion,NO_FEEDBACK,CONCEPTUAL_HINT,false,31
55,NO_POLICY,matrix-diagonal-sum,easy,syntax,CODE_HIGHLIGHT,CONCEPTUAL_HINT,false,42
56,NO_POLICY,matrix-diagonal-sum,easy,planning,GUIDING_QUESTION,CONCEPTUAL_HINT,false,50
57,NO_POLICY,matrix-diagonal-sum,easy,first_conceptual_error,CODE_HIGHLIGHT,CONCEPTUAL_HINT,false,42
58,NO_POLICY,matrix-diagonal-sum,easy,repeated_conceptual_error,CONCEPTUAL_HINT,CONCEPTUAL_HINT,true,67
59,NO_POLICY,matrix-diagonal-sum,easy,partial_logic,CONCEPTUAL_HINT,CONCEPTUAL_HINT,true,50
60,NO_POLICY,matrix-diagonal-sum,easy,local_completion,NO_FEEDBACK,CONCEPTUAL_HINT,false,70
61,NO_POLICY,roman-to-integer,easy,syntax,CODE_HIGHLIGHT,CONCEPTUAL_HINT,false,58
62,NO_POLICY,roman-to-integer,easy,planning,GUIDING_QUESTION,CONCEPTUAL_HINT,false,34
63,NO_POLICY,roman-to-integer,easy,first_conceptual_error,CODE_HIGHLIGHT,CONCEPTUAL_HINT,false,50
64,NO_POLICY,roman-to-integer,easy,repeated_conceptual_error,CONCEPTUAL_HINT,CONCEPTUAL_HINT,true,68
65,NO_POLICY,roman-to-integer,easy,partial_logic,CONCEPTUAL_HINT,CONCEPTUAL_HINT,true,58
66,NO_POLICY,roman-to-integer,easy,local_completion,NO_FEEDBACK,CONCEPTUAL_HINT,false,61
67,NO_POLICY,climbing-stairs,easy,syntax,CODE_HIGHLIGHT,CONCEPTUAL_HINT,false,59
68,NO_POLICY,climbing-stairs,easy,planning,GUIDING_QUESTION,CONCEPTUAL_HINT,false,41
69,NO_POLICY,climbing-stairs,easy,first_conceptual_error,CONCEPTUAL_HINT,CONCEPTUAL_HINT,true,53
70,NO_POLICY,climbing-stairs,easy,repeated_conceptual_error,CONCEPTUAL_HINT,CONCEPTUAL_HINT,true,45
71,NO_POLICY,climbing-stairs,easy,partial_logic,CONCEPTUAL_HINT,CONCEPTUAL_HINT,true,50
72,NO_POLICY,climbing-stairs,easy,local_completion,NO_FEEDBACK,CONCEPTUAL_HINT,false,63
73,NO_POLICY,palindrome,easy,syntax,CODE_HIGHLIGHT,CONCEPTUAL_HINT,false,59
74,NO_POLICY,palindrome,easy,planning,GUIDING_QUESTION,CONCEPTUAL_HINT,false,46
75,NO_POLICY,palindrome,easy,first_conceptual_error,CODE_HIGHLIGHT,CONCEPTUAL_HINT,false,46
76,NO_POLICY,palindrome,easy,repeated_conceptual_error,CONCEPTUAL_HINT,CONCEPTUAL_HINT,true,34
77,NO_POLICY,palindrome,easy,partial_logic,CONCEPTUAL_HINT,CONCEPTUAL_HINT,true,59
78,NO_POLICY,palindrome,easy,local_completion,NO_FEEDBACK,CONCEPTUAL_HINT,false,47
79,NO_POLICY,two-sum,easy,syntax,CODE_HIGHLIGHT,CONCEPTUAL_HINT,false,45
80,NO_POLICY,two-sum,easy,planning,GUIDING_QUESTION,CONCEPTUAL_HINT,false,49
81,NO_POLICY,two-sum,easy,first_conceptual_error,CODE_HIGHLIGHT,CONCEPTUAL_HINT,false,53
82,NO_POLICY,two-sum,easy,repeated_conceptual_error,CONCEPTUAL_HINT,CONCEPTUAL_HINT,true,27
83,NO_POLICY,two-sum,easy,partial_logic,CONCEPTUAL_HINT,CONCEPTUAL_HINT,true,50
84,NO_POLICY,two-sum,easy,local_completion,NO_FEEDBACK,CONCEPTUAL_HINT,false,29
85,NO_POLICY,valid-parentheses,easy,syntax,CODE_HIGHLIGHT,CONCEPTUAL_HINT,false,47
86,NO_POLICY,valid-parentheses,easy,planning,GUIDING_QUESTION,CONCEPTUAL_HINT,false,50
87,NO_POLICY,valid-parentheses,easy,first_conceptual_error,CODE_HIGHLIGHT,CONCEPTUAL_HINT,false,41
88,NO_POLICY,valid-parentheses,easy,repeated_conceptual_error,CONCEPTUAL_HINT,CONCEPTUAL_HINT,true,48
89,NO_POLICY,valid-parentheses,easy,partial_logic,CONCEPTUAL_HINT,CONCEPTUAL_HINT,true,47
90,NO_POLICY,valid-parentheses,easy,local_completion,NO_FEEDBACK,CONCEPTUAL_HINT,false,45
91,NO_POLICY,binary-search,easy,syntax,CODE_HIGHLIGHT,CONCEPTUAL_HINT,false,53
92,NO_POLICY,binary-search,easy,planning,GUIDING_QUESTION,CONCEPTUAL_HINT,false,28
93,NO_POLICY,binary-search,easy,first_conceptual_error,CODE_HIGHLIGHT,CONCEPTUAL_HINT,false,47
94,NO_POLICY,binary-search,easy,repeated_conceptual_error,CONCEPTUAL_HINT,CONCEPTUAL_HINT,true,43
95,NO_POLICY,binary-search,easy,partial_logic,CONCEPTUAL_HINT,CONCEPTUAL_HINT,true,29
96,NO_POLICY,binary-search,easy,local_completion,NO_FEEDBACK,CONCEPTUAL_HINT,false,47
97,NO_POLICY,merge-sorted-array,easy,syntax,CODE_HIGHLIGHT,CONCEPTUAL_HINT,false,44
98,NO_POLICY,merge-sorted-array,easy,planning,GUIDING_QUESTION,CONCEPTUAL_HINT,false,52
99,NO_POLICY,merge-sorted-array,easy,first_conceptual_error,CODE_HIGHLIGHT,CONCEPTUAL_HINT,false,50
100,NO_POLICY,merge-sorted-array,easy,repeated_conceptual_error,CONCEPTUAL_HINT,CONCEPTUAL_HINT,true,27
101,NO_POLICY,merge-sorted-array,easy,partial_logic,CONCEPTUAL_HINT,CONCEPTUAL_HINT,true,25
102,NO_POLICY,merge-sorted-array,easy,local_completion,NO_FEEDBACK,CONCEPTUAL_HINT,false,50
103,NO_POLICY,trapping-rain-water,hard,syntax,CODE_HIGHLIGHT,CONCEPTUAL_HINT,false,42
104,NO_POLICY,trapping-rain-water,hard,planning,GUIDING_QUESTION,CONCEPTUAL_HINT,false,48
105,NO_POLICY,trapping-rain-water,hard,first_conceptual_error,CONCEPTUAL_HINT,CONCEPTUAL_HINT,true,49
106,NO_POLICY,trapping-rain-water,hard,repeated_conceptual_error,CONCEPTUAL_HINT,CONCEPTUAL_HINT,true,44
107,NO_POLICY,trapping-rain-water,hard,partial_logic,CONCEPTUAL_HINT,CONCEPTUAL_HINT,true,46
108,NO_POLICY,trapping-rain-water,hard,local_completion,NO_FEEDBACK,CONCEPTUAL_HINT,false,45
109,NO_POLICY,lru-cache,medium,syntax,CODE_HIGHLIGHT,CONCEPTUAL_HINT,false,46
110,NO_POLICY,lru-cache,medium,planning,GUIDING_QUESTION,CONCEPTUAL_HINT,false,52
111,NO_POLICY,lru-cache,medium,first_conceptual_error,CONCEPTUAL_HINT,CONCEPTUAL_HINT,true,41
112,NO_POLICY,lru-cache,medium,repeated_conceptual_error,CONCEPTUAL_HINT,CONCEPTUAL_HINT,true,46
113,NO_POLICY,lru-cache,medium,partial_logic,CONCEPTUAL_HINT,CONCEPTUAL_HINT,true,48
114,NO_POLICY,lru-cache,medium,local_completion,NO_FEEDBACK,CONCEPTUAL_HINT,false,46
115,NO_POLICY,longest-substring,medium,syntax,CODE_HIGHLIGHT,CONCEPTUAL_HINT,false,27
116,NO_POLICY,longest-substring,medium,planning,GUIDING_QUESTION,CONCEPTUAL_HINT,false,31
117,NO_POLICY,longest-substring,medium,first_conceptual_error,CODE_HIGHLIGHT,CONCEPTUAL_HINT,false,33
118,NO_POLICY,longest-substring,medium,repeated_conceptual_error,CONCEPTUAL_HINT,CONCEPTUAL_HINT,true,50
119,NO_POLICY,longest-substring,medium,partial_logic,CONCEPTUAL_HINT,CONCEPTUAL_HINT,true,43
120,NO_POLICY,longest-substring,medium,local_completion,NO_FEEDBACK,CONCEPTUAL_HINT,false,71
121,NO_POLICY,reverse-linked-list,easy,syntax,CODE_HIGHLIGHT,CONCEPTUAL_HINT,false,57
122,NO_POLICY,reverse-linked-list,easy,planning,GUIDING_QUESTION,CONCEPTUAL_HINT,false,42
123,NO_POLICY,reverse-linked-list,easy,first_conceptual_error,CONCEPTUAL_HINT,CONCEPTUAL_HINT,true,44
124,NO_POLICY,reverse-linked-list,easy,repeated_conceptual_error,CONCEPTUAL_HINT,CONCEPTUAL_HINT,true,26
125,NO_POLICY,reverse-linked-list,easy,partial_logic,CONCEPTUAL_HINT,CONCEPTUAL_HINT,true,51
126,NO_POLICY,reverse-linked-list,easy,local_completion,NO_FEEDBACK,CONCEPTUAL_HINT,false,56
127,NO_POLICY,matrix-diagonal-sum,easy,syntax,CODE_HIGHLIGHT,CONCEPTUAL_HINT,false,31
128,NO_POLICY,matrix-diagonal-sum,easy,planning,GUIDING_QUESTION,CONCEPTUAL_HINT,false,63
129,NO_POLICY,matrix-diagonal-sum,easy,first_conceptual_error,CODE_HIGHLIGHT,CONCEPTUAL_HINT,false,54
130,NO_POLICY,matrix-diagonal-sum,easy,repeated_conceptual_error,CONCEPTUAL_HINT,CONCEPTUAL_HINT,true,43
131,NO_POLICY,matrix-diagonal-sum,easy,partial_logic,CONCEPTUAL_HINT,CONCEPTUAL_HINT,true,47
132,NO_POLICY,matrix-diagonal-sum,easy,local_completion,NO_FEEDBACK,CONCEPTUAL_HINT,false,32
133,NO_POLICY,roman-to-integer,easy,syntax,CODE_HIGHLIGHT,CONCEPTUAL_HINT,false,41
134,NO_POLICY,roman-to-integer,easy,planning,GUIDING_QUESTION,CONCEPTUAL_HINT,false,48
135,NO_POLICY,roman-to-integer,easy,first_conceptual_error,CODE_HIGHLIGHT,CONCEPTUAL_HINT,false,45
136,NO_POLICY,roman-to-integer,easy,repeated_conceptual_error,CONCEPTUAL_HINT,CONCEPTUAL_HINT,true,48
137,NO_POLICY,roman-to-integer,easy,partial_logic,CONCEPTUAL_HINT,CONCEPTUAL_HINT,true,43
138,NO_POLICY,roman-to-integer,easy,local_completion,NO_FEEDBACK,CONCEPTUAL_HINT,false,47
139,NO_POLICY,climbing-stairs,easy,syntax,CODE_HIGHLIGHT,CONCEPTUAL_HINT,false,45
140,NO_POLICY,climbing-stairs,easy,planning,GUIDING_QUESTION,CONCEPTUAL_HINT,false,48
141,NO_POLICY,climbing-stairs,easy,first_conceptual_error,CONCEPTUAL_HINT,CONCEPTUAL_HINT,true,48
142,NO_POLICY,climbing-stairs,easy,repeated_conceptual_error,CONCEPTUAL_HINT,CONCEPTUAL_HINT,true,43
143,NO_POLICY,climbing-stairs,easy,partial_logic,CONCEPTUAL_HINT,CONCEPTUAL_HINT,true,53
144,NO_POLICY,climbing-stairs,easy,local_completion,NO_FEEDBACK,CONCEPTUAL_HINT,false,26
145,NO_POLICY,palindrome,easy,syntax,CODE_HIGHLIGHT,CONCEPTUAL_HINT,false,45
146,NO_POLICY,palindrome,easy,planning,GUIDING_QUESTION,CONCEPTUAL_HINT,false,26
147,NO_POLICY,palindrome,easy,first_conceptual_error,CODE_HIGHLIGHT,CONCEPTUAL_HINT,false,60
148,NO_POLICY,palindrome,easy,repeated_conceptual_error,CONCEPTUAL_HINT,CONCEPTUAL_HINT,true,39
149,NO_POLICY,palindrome,easy,partial_logic,CONCEPTUAL_HINT,CONCEPTUAL_HINT,true,26
150,NO_POLICY,palindrome,easy,local_completion,NO_FEEDBACK,CONCEPTUAL_HINT,false,55
151,NO_POLICY,two-sum,easy,syntax,CODE_HIGHLIGHT,CONCEPTUAL_HINT,false,42
152,NO_POLICY,two-sum,easy,planning,GUIDING_QUESTION,CONCEPTUAL_HINT,false,46
153,NO_POLICY,two-sum,easy,first_conceptual_error,CODE_HIGHLIGHT,CONCEPTUAL_HINT,false,48
154,NO_POLICY,two-sum,easy,repeated_conceptual_error,CONCEPTUAL_HINT,CONCEPTUAL_HINT,true,48
155,NO_POLICY,two-sum,easy,partial_logic,CONCEPTUAL_HINT,CONCEPTUAL_HINT,true,27
156,NO_POLICY,two-sum,easy,local_completion,NO_FEEDBACK,CONCEPTUAL_HINT,false,50
157,NO_POLICY,valid-parentheses,easy,syntax,CODE_HIGHLIGHT,CONCEPTUAL_HINT,false,42
158,NO_POLICY,valid-parentheses,easy,planning,GUIDING_QUESTION,CONCEPTUAL_HINT,false,49
159,NO_POLICY,valid-parentheses,easy,first_conceptual_error,CODE_HIGHLIGHT,CONCEPTUAL_HINT,false,46
160,NO_POLICY,valid-parentheses,easy,repeated_conceptual_error,CONCEPTUAL_HINT,CONCEPTUAL_HINT,true,46
161,NO_POLICY,valid-parentheses,easy,partial_logic,CONCEPTUAL_HINT,CONCEPTUAL_HINT,true,46
162,NO_POLICY,valid-parentheses,easy,local_completion,NO_FEEDBACK,CONCEPTUAL_HINT,false,46
163,NO_POLICY,binary-search,easy,syntax,CODE_HIGHLIGHT,CONCEPTUAL_HINT,false,46
164,NO_POLICY,binary-search,easy,planning,GUIDING_QUESTION,CONCEPTUAL_HINT,false,49
165,NO_POLICY,binary-search,easy,first_conceptual_error,CODE_HIGHLIGHT,CONCEPTUAL_HINT,false,52
166,NO_POLICY,binary-search,easy,repeated_conceptual_error,CONCEPTUAL_HINT,CONCEPTUAL_HINT,true,41
167,NO_POLICY,binary-search,easy,partial_logic,CONCEPTUAL_HINT,CONCEPTUAL_HINT,true,44
168,NO_POLICY,binary-search,easy,local_completion,NO_FEEDBACK,CONCEPTUAL_HINT,false,50
169,NO_POLICY,merge-sorted-array,easy,syntax,CODE_HIGHLIGHT,CONCEPTUAL_HINT,false,25
170,NO_POLICY,merge-sorted-array,easy,planning,GUIDING_QUESTION,CONCEPTUAL_HINT,false,48
171,NO_POLICY,merge-sorted-array,easy,first_conceptual_error,CODE_HIGHLIGHT,CONCEPTUAL_HINT,false,48
172,NO_POLICY,merge-sorted-array,easy,repeated_conceptual_error,CONCEPTUAL_HINT,CONCEPTUAL_HINT,true,47
173,NO_POLICY,merge-sorted-array,easy,partial_logic,CONCEPTUAL_HINT,CONCEPTUAL_HINT,true,46
174,NO_POLICY,merge-sorted-array,easy,local_completion,NO_FEEDBACK,CONCEPTUAL_HINT,false,46
175,NO_POLICY,trapping-rain-water,hard,syntax,CODE_HIGHLIGHT,CONCEPTUAL_HINT,false,43
176,NO_POLICY,trapping-rain-water,hard,planning,GUIDING_QUESTION,CONCEPTUAL_HINT,false,47
177,NO_POLICY,trapping-rain-water,hard,first_conceptual_error,CONCEPTUAL_HINT,CONCEPTUAL_HINT,true,50
178,NO_POLICY,trapping-rain-water,hard,repeated_conceptual_error,CONCEPTUAL_HINT,CONCEPTUAL_HINT,true,43
179,NO_POLICY,trapping-rain-water,hard,partial_logic,CONCEPTUAL_HINT,CONCEPTUAL_HINT,true,45
180,NO_POLICY,trapping-rain-water,hard,local_completion,NO_FEEDBACK,CONCEPTUAL_HINT,false,45
181,NO_POLICY,lru-cache,medium,syntax,CODE_HIGHLIGHT,CONCEPTUAL_HINT,false,46
182,NO_POLICY,lru-cache,medium,planning,GUIDING_QUESTION,CONCEPTUAL_HINT,false,50
183,NO_POLICY,lru-cache,medium,first_conceptual_error,CONCEPTUAL_HINT,CONCEPTUAL_HINT,true,46
184,NO_POLICY,lru-cache,medium,repeated_conceptual_error,CONCEPTUAL_HINT,CONCEPTUAL_HINT,true,42
185,NO_POLICY,lru-cache,medium,partial_logic,CONCEPTUAL_HINT,CONCEPTUAL_HINT,true,46
186,NO_POLICY,lru-cache,medium,local_completion,NO_FEEDBACK,CONCEPTUAL_HINT,false,47
187,NO_POLICY,longest-substring,medium,syntax,CODE_HIGHLIGHT,CONCEPTUAL_HINT,false,64
188,NO_POLICY,longest-substring,medium,planning,GUIDING_QUESTION,CONCEPTUAL_HINT,false,53
189,NO_POLICY,longest-substring,medium,first_conceptual_error,CODE_HIGHLIGHT,CONCEPTUAL_HINT,false,36
190,NO_POLICY,longest-substring,medium,repeated_conceptual_error,CONCEPTUAL_HINT,CONCEPTUAL_HINT,true,26
191,NO_POLICY,longest-substring,medium,partial_logic,CONCEPTUAL_HINT,CONCEPTUAL_HINT,true,52
192,NO_POLICY,longest-substring,medium,local_completion,NO_FEEDBACK,CONCEPTUAL_HINT,false,50
193,NO_POLICY,reverse-linked-list,easy,syntax,CODE_HIGHLIGHT,CONCEPTUAL_HINT,false,39
194,NO_POLICY,reverse-linked-list,easy,planning,GUIDING_QUESTION,CONCEPTUAL_HINT,false,46
195,NO_POLICY,reverse-linked-list,easy,first_conceptual_error,CONCEPTUAL_HINT,CONCEPTUAL_HINT,true,46
196,NO_POLICY,reverse-linked-list,easy,repeated_conceptual_error,CONCEPTUAL_HINT,CONCEPTUAL_HINT,true,45
197,NO_POLICY,reverse-linked-list,easy,partial_logic,CONCEPTUAL_HINT,CONCEPTUAL_HINT,true,49
